respondent_id,question_id,question_text,header_level_1,header_level_2,answer_text
114258231271,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),more direct route from home to work or other places I need to go
114258454124,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),if I felt they were clean and safe i might ride on occasion
114259306127,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),A stop is closer to my house or I have a walkable path to get to one.
114260867655,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),"If it was convenient for the errands I run, I would absolutely ride public transit."
114261080953,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),We need to consider reviving the SW Corridor Light Rail as a BRT with dedicated right-of-way.
114261237915,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),never since errands and kids have to be picked up transit is not made for the active life of parents
114263723619,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),More stops and more often arrives
114264878062,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),Riding transit is safer
114266690512,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),More checks on the peopel riding-- do they have a ticket? Are they causing problems?
114273601513,12,Which of the following improvements would make you consider riding transit?,NA,Other (please specify),None of the above
114245571758,13,Which county do you live in?,NA,Other (please list),Yamhill
114246461831,13,Which county do you live in?,NA,Other (please list),Yamhill
114250620067,13,Which county do you live in?,NA,Other (please list),Clark
114251815901,13,Which county do you live in?,NA,Other (please list),Yamhill
114251968508,13,Which county do you live in?,NA,Other (please list),Yamhill
114242390117,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,"Portland, Oregon 97225"
114242716030,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,human
114243008582,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,Portland
114244129482,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,Why does this matter?
114244310996,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,Portland
114257432827,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,American
114265911862,18,"Within the broad categories below, where do you place your racial or ethnic identity? (Select all that apply)",NA,An ethnicity not included above,SHERWOOD
114249010080,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Pidgeon/Hawaiian
114249186850,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Pigeon Hawaiian
114250465168,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Maithili
114250479497,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Indonesian
114254040700,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,French
114257075850,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Bangla
114260303993,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Kurdish
114260828335,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Telugu
114260828514,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Telugu
114263631993,19,What language or dialect is used most in your home? (select from dropdown menu),NA,A language or dialect not listed above,Swahili and English
114242493941,20,How do you identify your gender? (select all that apply),NA,A gender not listed above,"male, XY chromosome individual"
114243266354,20,How do you identify your gender? (select all that apply),NA,A gender not listed above,did you run out of translated material?
114244129482,20,How do you identify your gender? (select all that apply),NA,A gender not listed above,Why does this matter?
114249532656,20,How do you identify your gender? (select all that apply),NA,A gender not listed above,Why does it matter?
114254037793,20,How do you identify your gender? (select all that apply),NA,A gender not listed above,There are only two
114242418589,22,What is your education experience?,NA,Other (please describe),still in school
114242650167,22,What is your education experience?,NA,Other (please describe),DVM
114259383939,22,What is your education experience?,NA,Other (please describe),Técnico en instrumentación industrial
114266690512,22,What is your education experience?,NA,Other (please describe),Currently in high school
114266532700,23,Do you own or rent your home?,NA,Other (please describe),"These are a lot of demographic personal questions. The survey needs to explain the purpose of these questions. Also, this survey is not equity-centered engagement amd that is concerning because it will allow onlt English and Spanish speakers. There are 8 or 9 safe harbor langauges many people in the county uses. I recommend re-evaluating engagement method..."
114242663489,25,Which of the following best describes your current employment status?,NA,Other (please describe),Unemployed - disability for another 6mo -year
114242728332,25,Which of the following best describes your current employment status?,NA,Other (please describe),Disabled
114242733365,25,Which of the following best describes your current employment status?,NA,Other (please describe),homemaker
114242753997,25,Which of the following best describes your current employment status?,NA,Other (please describe),Unemployed
114243171028,25,Which of the following best describes your current employment status?,NA,Other (please describe),Disabled
114243196470,25,Which of the following best describes your current employment status?,NA,Other (please describe),Self employed
114243655514,25,Which of the following best describes your current employment status?,NA,Other (please describe),Homemaker
114244517861,25,Which of the following best describes your current employment status?,NA,Other (please describe),Disabled can't work
114245490424,25,Which of the following best describes your current employment status?,NA,Other (please describe),At home parent
114246337721,25,Which of the following best describes your current employment status?,NA,Other (please describe),disabled due to chronic pain
114248632547,25,Which of the following best describes your current employment status?,NA,Other (please describe),On a career pause to take care of kids
114249499862,25,Which of the following best describes your current employment status?,NA,Other (please describe),Unemployed
114249542811,25,Which of the following best describes your current employment status?,NA,Other (please describe),Desempleado
114249558385,25,Which of the following best describes your current employment status?,NA,Other (please describe),Unemployed - disabled
114249564776,25,Which of the following best describes your current employment status?,NA,Other (please describe),SAHM
114251012045,25,Which of the following best describes your current employment status?,NA,Other (please describe),Unemployed
114251119961,25,Which of the following best describes your current employment status?,NA,Other (please describe),don't work
114251555311,25,Which of the following best describes your current employment status?,NA,Other (please describe),Self-Employed
114254380446,25,Which of the following best describes your current employment status?,NA,Other (please describe),unemployed
114254550294,25,Which of the following best describes your current employment status?,NA,Other (please describe),Disabled
114257360744,25,Which of the following best describes your current employment status?,NA,Other (please describe),Retired and volunteering a lot.
114260315377,25,Which of the following best describes your current employment status?,NA,Other (please describe),Ama de casa
114260867655,25,Which of the following best describes your current employment status?,NA,Other (please describe),stay at home parent
114261327941,25,Which of the following best describes your current employment status?,NA,Other (please describe),Self Employed
114263723619,25,Which of the following best describes your current employment status?,NA,Other (please describe),Housewife
114264334211,25,Which of the following best describes your current employment status?,NA,Other (please describe),Homemaker
114266620899,25,Which of the following best describes your current employment status?,NA,Other (please describe),Self employed
114266747084,25,Which of the following best describes your current employment status?,NA,Other (please describe),Not employed looking for work
114273587299,25,Which of the following best describes your current employment status?,NA,Other (please describe),Unemployed
114242312465,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Spending money for Max expansion is very wasteful in that the rails dictate where the trains will go, period.  With dedicated bus lanes. construction costs are reduced due to less concern with steepness of slope for operation with busses. Much more flexibility and reliability is available with dedicated bus lanes which can be utilized for local as well as station to station transit.  Electric busses will reduce the emissions as well as any electric, track tethered machinery.  All major routes requiring construction should exclusively be dedicated bus only lanes.  The Willamette Valley was once served by a complex and very complete electric railway service for freight and passengers.  The service died because of increased convenience when automobiles and roads became available.  We need to use convenience to attract greater mass transit bus ridership."
114242338760,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Stop focusing on bicycles so much. Most people won't ride a bike due to weather, health, and desire. Its a small demographic. Focus on motor vehicle problems."
114242354057,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,my employer provides HOP benefits and I'd like to use them more often. It just takes too long as compared to driving.
114242357416,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"There is a lot of work near me to expand roads, but I don't see much work to make walking and cycling safer."
114242367682,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I very briefly mentioned it before, but I would love to commute to work via a max. the max station can be seen from my work window. I live 2.5miles away. The closest bus stop to my house is half a mile away, and the nearest max stop is 1 mile. I do not want to be walking a mile or more a day, while I already walk all day at work over 10,000 steps, while i have foot, hip, and knee issues, it would be too much for me. I would also prefer the max line, but there is no bus to get me from home to the max. It takes me 7-8 minutes to drive to work in my car, but takes over 30 if i were to use public transportation because of the walking. I also find that anytime i want to use it outside of work, like for events, outings, getting to the airport, etc., it is never running late hours. I use the Subway, BART, Marta and other public transit options when i travel in other large cities, and by far the Trimet website is the most difficult to figure out and un user friendly, so havent even attempted to take it since i moved into the city recently because I can never easily figure out the schedule or nearest stops, etc. You also cant search my phones map app for words like ""trimet"" or ""max"", to point you in direction of nearest station, you have to know exact name of the stop. and if you look at the trimet provided map, its not laid out on a city map, so you cant look at street names etc that the stops might be on."
114242390117,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I would like to ride a bike and don't feel safe doing so since  there are no protected lanes, just trails like Fanno Creek."
114242398356,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Thank you for working to expand transit service to the Progress Ridge area.  We haven't ever had any transit service within walking distance.
114242418589,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,we need more transit
114242426526,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Spend less money on public transit and more money on roads. Public transit isn't cost effective. Spend money to reduce congestion.
114242432434,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I think transit should support library services, especially in areas of the underserved population. Library services are especially important for education, developing cognition, and understanding. They also provide shelter, and a place to get one for those who have unstable housing."
114242449840,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Not at this time.
114242461124,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I feel safer when there are unarmed security personnel on my MAX train car.  No problems on WES, the conductors have it covered."
114242463371,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Faster would be great, but I wish there were more connections from trimet stops to medical centers. Personally, I had to change my health insurance provider because was extremely inaccessible using public transportation. I live in downtown Portland and work at the Hillsboro Civic Center, both which are transport hubs. There should be a bus that connects to appointment centers, like Kaiser, somewhere in the transit service area. I ride the bus, max, and streetcar each at least 3x a week at a minimum. I really appreciate the service and find all the drivers to be extremely kind and helpful."
114242487341,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"It would be great if there were more bike ""sidewalks"" like the new one on Jackson School Road."
114242489561,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Maxx is dirty, disgusting and very unsafe.  Need security on all cars!"
114242495074,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Prioritizing non-SOV trips is the long-term solution to many of our climate, safety, and livability issues in urban WashCo. Please use this opportunity to rethink the way we move around the County to increase equity and reduce emissions."
114242500949,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,TV Highway Needs Rapid Transit. We have the right of way.
114242532624,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"More parking lots at stations, more parking lots at stations, more parking lots at stations"
114242555028,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Build new roads too, like a Westside bypass."
114242636263,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Congestion on TV highway is horrible
114242650167,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I think dogs who have passed a Canine Good Citizen test (administered by credentialed organizations like OHS) and perhaps required to wear a basket muzzle should be allowed to ride the bus. Maybe at first restricted to low use times of the day! Owners could pay an extra fee for the privelige with a sliding cost for those under a certain income level or with disabilities. Even emotional support dogs should pass a Canine Good Citizen Test.
114242663489,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Knowing that buses and Max have more public employees around for security would help. Seeing spaces cleaned during the day. Larger and prettier shelters. Faster MAX trains (express trains).
114242716030,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I walk most places I need to go now. I'm really sick and tired of dealing with motor vehicles speeding, running stop signs/lights, noise, etc. Every part of life in WashCo is dominated by motor vehicles, and increasingly larger and more aggressive ""muscle trucks"". In my part of Hillsboro, the area I walk daily, there is virtually no intersection where a pedestrian or cyclist has NOT been hit. What can I say other than it feels pretty unsafe having to cross so many streets and never knowing how fast that vehicle is moving or if it will stop for that sign/light. Pedestrianism in WashCo is an afterthought. We build large developments without transit access and previously without sidewalks! Why? Because only private vehicles matter in WashCo. We close off easy access to transit near new developments and expect pedestrians to walk five times the distance and call this ""good planning"". Bah. The only thing that moves people from their self-driven vehicles to other forms of transportation is when it becomes 'too expensive' to drive/park."
114242728332,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Additional lighting, sidewalks, crosswalks, bike lane infrastructure and traffic light timers need adjustment to make things safer for pedestrians as well as cyclists."
114242733365,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I would love to ride the Max, or the bus again. The convenience was amazing. I used to do it all the time. I no longer feel safe using public transit and have stopped. I now drive and walk everywhere."
114242741677,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Blue line and the council creek trail together would be awesome.
114242760706,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"You should have a garbage bag and ash tray at the bus stops that are near houses. The bus stop for Buss 88 on Rosa Rd & 198th, people leave their cigarettes buds and garbage there. We pick up the trash. Our huge concern is the cigarettes since it can be a danger during the summer. Thank you"
114242948911,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Buses should come every 30 minutes or less. Recently my line’s frequency was reduced from 30 minutes to 40 minutes and that makes it near impossible to return home to bus.  Make it fare free; set up donation box in the vehicles, at stations, online"
114243000285,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Don't build SW Corridor MAX line. Not cost effective and will cause increased traffic congestion on SW Barbur Blvd.
114243005843,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I’d like to see light rail to Forest Grove and heavy rail from Forest Grove to Seaside like in the 1920’s
114243057129,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Get light rail to Forest Grove. Better and frequent inter-city transportation to transit center/bus stop.
114243131489,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I do not find it to be a safe alternative.  Please put money into better walking routes - not just transit.
114243171028,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Please look at other major metropolitan areas, ex. Metro Denver, to mirror some of the mass transit. Having a disability shouldn’t mean isolation."
114243198485,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"The biggest reason I avoid public transit is my feeling of safety as a woman in the world -- being able to lock myself in my car, and not have to wait in an uncertain situation, is huge. But I think I would feel a lot safer if more people used the bus or train, so it was never just me and some guy at a stop or in a train compartment. It's a chicken and egg problem, but more ridership solves a lot of problems."
114243204916,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Sidewalks along NW Parkview on the north side between 185th and the back side of Bethany Elementary School are lacking, and when I have taken transit in bad weather, I end up walking in the street."
114243266354,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"No hay mención de las paradas que se encuentran en cruces peligrosos, como lo es la parada entre Cornelius y Hillsboro (id 297 - westbound to Hillsboro) donde los usuarios quienes viven al norte de la carretera 8 tienen que cruzar un camino congestionado y ha causado una muerte en los últimos 5 años."
114243430817,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I do not want max line to come to Banks
114243466593,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Should include providing more frequent service for people with longer commutes to work?  I think this would be more equitable especially for areas like Forest Grove and Cornelius with higher poverty rates and fewer jobs.
114243566440,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Hygiene and safety are my top concerns.
114243569543,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Beaverton is expanding westward to their edge of the Urban Growth Boundary. Large developments are being developed in the Cooper Mtn. area for low income and subsidized housing. Beaverton is reducing the amount of parking spaces or street parking to 1.2 cars per unit/lot. They want people to use mass transit rather than vehicles yet Metro is not planning on servicing the area. How in the world do you expect people to rely on mass transit when there isn't availability near enough for those people to access?  Beaverton is estimated to be planning to add 3,700 people to the soon to be middle area of Cooper Mountain. How many people have to be living in an area to be serviced by Metro?"
114243655514,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,More bus coverage in Aloha & surrounding areas & more frequent stops would help my adult son who is legally blind achieve greater independence.
114243687874,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Going from Tualatin P&R to parts of Tigard southwest of downtown Tigard, King City, or Sherwood takes an enormous amount of time due to poor connecting schedules between 76 and 94. I really hate this, I could bike but the hills are steep and some streets are not very bikable (e.g. Pacific Hwy, McDonald)."
114243874651,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I hope the traffic becomes smoother and safer
114244002466,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Need better service in rural areas. I have to drive 20 miles to access TriMet.
114244030824,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I am not sure what the answer is for safety, but people are afraid of taking public transit.  To bring more riders safety needs to be a big priority."
114244120540,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Need more bus stops - currently the bus barely comes every 45 minutes. Need lights at bus stops!! the drivers often don't see me and keep going, even with my small flashing light, and the next bus takes over 40 minutes to come, I have to walk the 1.2 miles back home and get in my car. Need more frequent routes that are on time."
114244125803,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Improvements to bus stops on TV Hwy is necessary for safety and traffic.
114244129482,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Druggies, homeless, needles, garbage, the woke...there's no way I would ever take public transit until our leaders wake up and solve the above issues."
114244143300,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Transit should be free
114244149942,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,We recently set my mother up to use Lift and am glad it helps her maintain her independence to a degree.
114244153978,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Emphasis on safety at MAX/WES stops and on the train. Witnessed several scary incidents with no security or police around.
114244171600,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Pretty much every trip I have ever taken on the MAX has been uncomfortable because of other passengers acting unhinged or violent. Thats a pretty huge deterrent to riding into Portland for recreation or commuting on MAX.
114244186556,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"My employer pays for my annual Tri-Met Pass. It is 90% for the frequency of my public transit usage. Should my employer discontinue their free tri-met pass perc, I would commute by car more often."
114244227091,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Max is a waste of our tax payers money and only seems to bring more crime and homeless. I (and many others that I know) will fight tooth and nail to keep it from coming any further west. The bus is adequate enough for those you have to use it and are brave enough.
114244416818,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Improving mass transit is a great idea, but don't sacrifice single-occupancy vehicle drive times and parking to achieve the mass transit goals. The region's history of expanding housing in large, single-occupancy neighborhoods means car traffic will remain a large and essential mode.     Remember also that a large number of trips are not related to work commutes. It's difficult to conceive of a mass-transit solution that accommodates the needs of families that live 3 miles from the nearest grocery store and who have their children involved in extra-curricular activities scattered around the region.     For situations where mass transit can be improved, please remember the importance of park-and-ride lots. An example of where this was neglected is WES: WES would probably have much greater ridership if, for example, there were a several-story parking garage next to the Beaverton Transit Center (or more substantial park-and-ride options coupled with very frequent light rail schedule service). Extending WES-like transit along TV highway with improved connections at a safe BTC would also help, as would having the southern terminus of WES be a more substantial center than Wilsonville, such as Salem and beyond. I know that this latter concept conflicts with the latest plan for high-speed Amtrak service in the Willamette Valley, but unfortunately that plan short-changes everything to the west of I-5."
114244531275,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"When I had an exchange student last year, she did take public transportation. Was limited on locations and times when commuting to and from Banks."
114244576369,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,The bus stop at 17th and baseline in Hillsboro across from Winco (by the cemetery) is DANGEROUS for anyone who uses mobility aides of any type. IT NEEDS TO BE FIXED!!  because of the way it is now I can not shop at Winco because I would be unable to get onto the bus to go home to Forest Grove
114244620029,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Not enough pick up and drop off stops
114244838643,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"More bus stops, more bike lanes, protected bike lanes, slow down the traffic on gaarde street"
114245163861,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Non-Emergency line should take seriously people calling in to report individuals smoking in bus stops, when I called, they said that if they do not witness the individual in question smoking no citation ticket will be given."
114245210882,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I would take transit every day for work if it was more convenient. To take transit to work I would need to more than triple my commute time. This just isn't feasible when I have to be to work at 7am. Also, if something were to happen with my child transit is not fast enough for me to be able to pick her up. Until transit is faster and more reliable the usefulness of it in my daily life will be limited."
114245330333,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Wishing for overnight parking at WC fairgrounds and Hatfield. It would support use of transit to/from flights at PDX.
114245350466,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"If there was a Max line that went through Tigard, I would be more likely to use public transportation."
114245411346,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I feel it should be geared towards elderly, disabled people and people who are struggling to make it by. People don't have shelter from the rain and cold and sometimes have to wait a long time, something needs to be addressed by that.     Also, as a business owner I think it is wrong I have to pay an additional tax for this, ripping us off makes us want to go against you. If I ride, maybe once every 2/3 years, I pay like everyone else, I don't feel like I should have to pay for something, that in my opinion, is broke."
114245442278,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,No new commuter trains.  Waste of money for something that won't get used.
114245541210,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Make it safe and clean and people will use it. Seattle’s public transportation works so much better because they patrol/enforce.
114245571758,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,I appreciate that Washington County attempts to coordinate their transit plans with other counties and transit systems.
114245575358,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Most of the experience is nice but when I was under age there was a problem of guys sitting right next to me when there was plenty of other places to sit. I also  think they should train people to watch out for tactics traffickers use I was almost tricked into meeting a guy at a undisclosed location for modeling which is something traffickers do to get their victims alone
114246179380,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"its slow, unsafe, drug use, etc. I used to like taking max to events but would never take my kids on it now."
114246199795,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Please continue the free Hop card for employees, best perk ever"
114246331532,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I spend apx 20 hours a week taking max and bus, 6 days a week, walking about 20 miles a week. I can do this but my daughter, she is so small. She should not have to live like this. The cars zoom past us, 50mph, in the dark, in the rain, on the ice. Each day we are mere inches away from tragedy. Oregon weather is horrid. We cannot afford to move to a warmer place.  We are cold. We are tired. We are so poor. We are giving it all we got but are just barely treading water for the last 3 years. I miss my car."
114246434581,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Washington County needs more late night and early morning service (11pm-6am). Even a once-hourly service at major stops would be wonderful!
114246854889,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"I think it'll be on time, so I'll be glad to take it"
114247399926,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,"Overall I think Washington County has a good transit system and I appreciate the effort being put into making it even better. My biggest concern and reason for not wanting to use public transit anymore (in my specific situation I am mostly talking about the MAX) is safety and rider experience. There have been countless times where I feel uncomfortable due to behavior on the train or individuals who are displaying erratic or unsafe behavior, and disregard for other people's right to a pleasant ride. I've seen nudity on the MAX due to someone who was seemingly unaware that their pants were falling down. I've had individuals struggling with addiction get in my face and not listen to me when I ask them to back up. Unfortunately, some MAX riders (who I am assuming are experiencing homelessness) are struggling with personal hygiene and make an entire car essentially be unusable due to the smell. These are sad and unfortunate situations and I hope Washington County can find an equitable way to address these issues because it's not ideal for anyone. Again, thank you for the work you are doing."
114247464164,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,improved side walk is key
114247548722,30,Is there anything else you'd like to share about transit in Washington County?,Is there anything else you'd like to share about transit in Washington County?,Open-Ended Response,Hoping that bus route 113 does happen.  This will help a couple of us in our household.
